"region","year","cpo","pit","numerical_failure"
"충청남도당진시",2020,0.0525244031730043,0.515960572492792,0
"충청남도당진시",2021,0.00657217710728711,0.953893790857766,0
"충청남도당진시",2022,0.0925419923466617,0.541797756272482,0
"충청남도당진시",2023,0.0240300080649551,0.0354663073796093,0
"충청남도당진시",2024,0.116997873424959,0.373331741438044,0
"충청남도금산군",2020,0.148092951904351,0.272265419937539,0
"충청남도금산군",2021,0.0494663927698011,0.899541042088305,0
"충청남도금산군",2022,0.244908924267729,0.643747049140738,0
"충청남도금산군",2023,0.283160986460129,0.463619509043991,0
"충청남도금산군",2024,0.14252666306041,0.885581031062578,0
"충청남도부여군",2020,0.101222699679107,0.559137616189006,0
"충청남도부여군",2021,0.0578159720594683,0.66195307943536,0
"충청남도부여군",2022,0.0133919676147275,0.984739874985603,0
"충청남도부여군",2023,0.167718588579482,0.320317514805691,0
"충청남도부여군",2024,0.165235014980302,0.236538905121879,0
"충청남도서천군",2020,0.0793020659562284,0.820552396821403,0
"충청남도서천군",2021,0.0876326911426998,0.456604240325341,0
"충청남도서천군",2022,0.10910400679996,0.844060619646446,0
"충청남도서천군",2023,0.175254332428946,0.253998969023596,0
"충청남도서천군",2024,0.111281435147694,0.111281435147694,0
"충청남도청양군",2020,0.188599649576155,0.559856645581085,0
"충청남도청양군",2021,0.130344840313899,0.362190747530888,0
"충청남도청양군",2022,0.142438883588597,0.883379814070391,0
"충청남도청양군",2023,0.22866863472669,0.798944129015646,0
"충청남도청양군",2024,0.295008572856322,0.295008572856321,0
"충청남도홍성군",2020,0.0240152916782587,0.922154808795446,0
"충청남도홍성군",2021,0.0295799866900855,0.822443153374346,0
"충청남도홍성군",2022,0.10805418524087,0.694873552290379,0
"충청남도홍성군",2023,0.0803058443853904,0.13182613668948,0
"충청남도홍성군",2024,0.0593212657836372,0.0772087857032501,0
"충청남도예산군",2020,0.0732308570678269,0.665118613230772,0
"충청남도예산군",2021,0.00261007065758705,0.990468682396549,0
"충청남도예산군",2022,0.131540506404429,0.363454764964803,0
"충청남도예산군",2023,0.038409313873553,0.0488314893799867,0
"충청남도예산군",2024,0.118734089032421,0.207445426588511,0
"충청남도태안군",2020,0.072546466819304,0.143470148372544,0
"충청남도태안군",2021,0.0593931719051514,0.720557045798548,0
"충청남도태안군",2022,0.114469246407733,0.809986861937138,0
"충청남도태안군",2023,0.148728510745131,0.74528434029727,0
"충청남도태안군",2024,0.220319319446054,0.505327325970232,0
"전라북도군산시",2020,0.000866731855295841,0.994731117981621,0
"전라북도군산시",2021,0.0194444243724725,0.205090391181165,0
"전라북도군산시",2022,0.0425570154743473,0.782718026310496,0
"전라북도군산시",2023,0.0257163431020061,0.0607768667565841,0
"전라북도군산시",2024,0.0808842405010964,0.369273744924076,0
"전라북도익산시",2020,0.0247520566043748,0.784395203392873,0
"전라북도익산시",2021,0.0200353504107132,0.18919339305963,0
"전라북도익산시",2022,0.0403848893760848,0.810720727982254,0
"전라북도익산시",2023,0.0660298906788364,0.647737268607121,0
"전라북도익산시",2024,0.0813256990102575,0.367397617812149,0
"전라북도정읍시",2020,0.050526195148525,0.823017883965091,0
"전라북도정읍시",2021,0.058483792919409,0.406033349500609,0
"전라북도정읍시",2022,0.0954966164695515,0.796409730632111,0
"전라북도정읍시",2023,0.0253140925044679,0.968499761463453,0
"전라북도정읍시",2024,0.14171672903152,0.257337064523358,0
"전라북도남원시",2020,0.124677539969893,0.782444964505132,0
"전라북도남원시",2021,0.122276916199446,0.534819928691688,0
"전라북도남원시",2022,0.254306117384013,0.400542375809933,0
"전라북도남원시",2023,0.287813878967333,0.476042845881397,0
"전라북도남원시",2024,0.119907359862832,0.919481324464384,0
